Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),ISSUES (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),ISSUES (CHECK 7),STATUS (CHECK 8),TIME (CHECK 8),ISSUES (CHECK 8),STATUS (CHECK 9),TIME (CHECK 9),ISSUES (CHECK 9),STATUS (CHECK 10),TIME (CHECK 10),ISSUES (CHECK 10),STATUS (CHECK 11),TIME (CHECK 11),ISSUES (CHECK 11),STATUS (CHECK 12),TIME (CHECK 12),ISSUES (CHECK 12),STATUS (CHECK 13),TIME (CHECK 13),ISSUES (CHECK 13),STATUS (CHECK 14),TIME (CHECK 14),ISSUES (CHECK 14),STATUS (CHECK 15),TIME (CHECK 15),ISSUES (CHECK 15),STATUS (CHECK 16),TIME (CHECK 16),ISSUES (CHECK 16),STATUS (CHECK 17),TIME (CHECK 17),ISSUES (CHECK 17),STATUS (CHECK 18),TIME (CHECK 18),ISSUES (CHECK 18),STATUS (CHECK 19),TIME (CHECK 19),ISSUES (CHECK 19),DEPTH
QDX_NGN,WARNING,00:13:56,A2:HIGH,WARNING,01:10:00,A2:HIGH,WARNING,04:59:04,A2:HIGH,WARNING,07:26:15,A2:HIGH,CHECKED,09:11:15,,CHECKED,09:30:37,,CHECKED,10:56:34,,CHECKED,11:05:32,,CHECKED,12:19:21,,CHECKED,12:41:47,,CHECKED,15:00:30,,CHECKED,15:15:50,,CHECKED,16:46:50,,CHECKED,18:20:14,,CHECKED,19:09:03,,CHECKED,20:20:42,,CHECKED,21:10:52,,CHECKED,22:14:11,,CHECKED,23:09:33,,$569.8K / $1.78M
ETH_NGN,CHECKED,00:13:56,,CHECKED,01:10:00,,CHECKED,04:59:04,,CHECKED,07:26:15,,CHECKED,09:11:15,,CHECKED,09:30:37,,CHECKED,10:56:34,,CHECKED,11:05:32,,CHECKED,12:19:21,,CHECKED,12:41:47,,CHECKED,15:00:30,,CHECKED,15:15:50,,CHECKED,16:46:50,,CHECKED,18:20:14,,CHECKED,19:09:03,,CHECKED,20:20:42,,CHECKED,21:10:52,,CHECKED,22:14:11,,CHECKED,23:09:33,,$2769.05M / $2769.05M
TRX_NGN,CHECKED,00:13:56,,CHECKED,01:10:00,,CHECKED,04:59:04,,CHECKED,07:26:15,,CHECKED,09:11:15,,CHECKED,09:30:37,,CHECKED,10:56:34,,CHECKED,11:05:32,,CHECKED,12:19:21,,CHECKED,12:41:47,,CHECKED,15:00:30,,CHECKED,15:15:50,,CHECKED,16:46:50,,CHECKED,18:20:14,,CHECKED,19:09:03,,CHECKED,20:20:42,,CHECKED,21:10:52,,CHECKED,22:14:11,,CHECKED,23:09:33,,$796.05M / $796.05M
XRP_NGN,CHECKED,00:13:56,,CHECKED,01:10:00,,CHECKED,04:59:04,,CHECKED,07:26:15,,CHECKED,09:11:15,,CHECKED,09:30:37,,CHECKED,10:56:34,,CHECKED,11:05:32,,CHECKED,12:19:21,,CHECKED,12:41:47,,CHECKED,15:00:30,,CHECKED,15:15:50,,CHECKED,16:46:50,,CHECKED,18:20:14,,CHECKED,19:09:03,,CHECKED,20:20:42,,CHECKED,21:10:52,,CHECKED,22:14:11,,CHECKED,23:09:33,,$129.81M / $129.81M
DASH_NGN,CHECKED,00:13:56,,CHECKED,01:10:00,,CHECKED,04:59:04,,CHECKED,07:26:15,,CHECKED,09:11:15,,CHECKED,09:30:37,,CHECKED,10:56:34,,CHECKED,11:05:32,,CHECKED,12:19:21,,CHECKED,12:41:47,,CHECKED,15:00:30,,CHECKED,15:15:50,,CHECKED,16:46:50,,CHECKED,18:20:14,,CHECKED,19:09:03,,CHECKED,20:20:42,,CHECKED,21:10:52,,CHECKED,22:14:11,,CHECKED,23:09:33,,$30.32M / $30.32M
LTC_NGN,CHECKED,00:13:56,,CHECKED,01:10:00,,CHECKED,04:59:04,,CHECKED,07:26:15,,CHECKED,09:11:15,,CHECKED,09:30:37,,CHECKED,10:56:34,,CHECKED,11:05:32,,CHECKED,12:19:21,,CHECKED,12:41:47,,CHECKED,15:00:30,,CHECKED,15:15:50,,CHECKED,16:46:50,,CHECKED,18:20:14,,CHECKED,19:09:03,,CHECKED,20:20:42,,CHECKED,21:10:52,,CHECKED,22:14:11,,CHECKED,23:09:33,,$232.17M / $232.17M
SOL_NGN,CHECKED,00:13:56,,CHECKED,01:10:00,,CHECKED,04:59:04,,CHECKED,07:26:15,,CHECKED,09:11:15,,CHECKED,09:30:37,,CHECKED,10:56:34,,CHECKED,11:05:32,,CHECKED,12:19:21,,CHECKED,12:41:47,,CHECKED,15:00:30,,CHECKED,15:15:50,,CHECKED,16:46:50,,CHECKED,18:20:14,,CHECKED,19:09:03,,CHECKED,20:20:42,,CHECKED,21:10:52,,CHECKED,22:14:11,,CHECKED,23:09:33,,$99.65M / $99.65M
USDC_NGN,WARNING,00:13:56,A2:HIGH,WARNING,01:10:00,A2:HIGH,WARNING,04:59:04,A2:HIGH,WARNING,07:26:15,A2:HIGH,WARNING,09:11:15,A2:HIGH,WARNING,09:30:37,A2:HIGH,CHECKED,10:56:34,,CHECKED,11:05:32,,CHECKED,12:19:21,,CHECKED,12:41:47,,CHECKED,15:00:30,,CHECKED,15:15:50,,CHECKED,16:46:50,,CHECKED,18:20:14,,CHECKED,19:09:03,,CHECKED,20:20:42,,CHECKED,21:10:52,,CHECKED,22:14:11,,CHECKED,23:09:33,,$4936.25M / $4936.25M
CNGN_NGN,WARNING,00:13:56,STALE:HIGH,CHECKED,01:10:00,,CHECKED,04:59:04,,WARNING,07:26:15,STALE:HIGH,CHECKED,09:11:15,,CHECKED,09:30:37,,WARNING,10:56:34,STALE:HIGH,SKIPPED,,,CHECKED,12:19:21,,CHECKED,12:41:47,,WARNING,15:00:30,STALE:HIGH,CHECKED,15:15:50,,CHECKED,16:46:50,,WARNING,18:20:14,STALE:HIGH,CHECKED,19:09:03,,CHECKED,20:20:42,,WARNING,21:10:52,STALE:HIGH,CHECKED,22:14:11,,CHECKED,23:09:33,,$5.22M / $6.96M
USDT_GHS,CHECKED,00:13:56,,CHECKED,01:10:00,,CHECKED,04:59:04,,CHECKED,07:26:15,,CHECKED,09:11:15,,CHECKED,09:30:37,,CHECKED,10:56:34,,CHECKED,11:05:32,,CHECKED,12:19:21,,CHECKED,12:41:47,,CHECKED,15:00:30,,CHECKED,15:15:50,,CHECKED,16:46:50,,CHECKED,18:20:14,,CHECKED,19:09:03,,CHECKED,20:20:42,,CHECKED,21:10:52,,CHECKED,22:14:11,,CHECKED,23:09:33,,$1.05M / $1.44M
